"translation_key","old_language_code","new_language_code","text"
"FORM.FRMFWTRANSLATIONEDIT.LBLSOURCELANGUAGE","EN-US","en-US","Source language"
"FORM.FRMFWTRANSLATIONEDIT.LBLSOURCEOBJECT","DE-CH","de-CH","Quellobjekt"
"FORM.FRMFWTRANSLATIONEDIT.LBLSOURCEOBJECT","EN-US","en-US","Source object"
"FORM.FRMFWTRANSLATIONEDIT.LBLSOURCETYPE","DE-CH","de-CH","Quelltyp"
"FORM.FRMFWTRANSLATIONEDIT.LBLSOURCETYPE","EN-US","en-US","Source type"
"FORM.FRMFWTRANSLATIONEDIT.LBLTITELUEBERSETZUNGIN","DE-CH","de-CH","Übersetzung in:"
"FORM.FRMFWTRANSLATIONEDIT.LBLTITELUEBERSETZUNGIN","EN-US","en-US","Translation into:"
"FORM.FRMFWTRANSLATIONEDIT.LBLTRANSLATIONDECH","DE-CH","de-CH","Deutsch"
"FORM.FRMFWTRANSLATIONEDIT.LBLTRANSLATIONDECH","EN-US","en-US","German"
"FORM.FRMFWTRANSLATIONEDIT.LBLTRANSLATIONENUS","DE-CH","de-CH","Englisch"
"FORM.FRMFWTRANSLATIONEDIT.LBLTRANSLATIONENUS","EN-US","en-US","English"
"FORM.FRMFWTRANSLATIONEDIT.LBLTRANSLATIONFRFR","DE-CH","de-CH","Französisch"
"FORM.FRMFWTRANSLATIONEDIT.LBLTRANSLATIONFRFR","EN-US","en-US","French"
"FORM.FRMFWTRANSLATIONEDIT.LBLTRANSLATIONKEY","DE-CH","de-CH","Schlüssel"
"FORM.FRMFWTRANSLATIONEDIT.LBLTRANSLATIONKEY","EN-US","en-US","key"
"FORM.FRMFWTRANSLATIONEDIT.SAVE","DE-CH","de-CH","Speichern"
"FORM.FRMFWTRANSLATIONEDIT.SAVE","EN-US","en-US","Save"
"FORM.FRMFWTRANSLATIONEDIT.SCOPE_CODE","DE-CH","de-CH","Bereich"
"FORM.FRMFWTRANSLATIONEDIT.SCOPE_CODE","EN-US","en-US","Scope"
"FORM.FRMFWTRANSLATIONEDIT.SOURCE_CONTROL","DE-CH","de-CH","Quellsteuerelement"
"FORM.FRMFWTRANSLATIONEDIT.SOURCE_CONTROL","EN-US","en-US","Source control"
"FORM.FRMFWTRANSLATIONEDIT.SOURCE_LANGUAGE","DE-CH","de-CH","Ausgangssprache"
"FORM.FRMFWTRANSLATIONEDIT.SOURCE_LANGUAGE","EN-US","en-US","Source language"
"FORM.FRMFWTRANSLATIONEDIT.SOURCE_OBJECT","DE-CH","de-CH","Quellobjekt"
"FORM.FRMFWTRANSLATIONEDIT.SOURCE_OBJECT","EN-US","en-US","Source object"
"FORM.FRMFWTRANSLATIONEDIT.SOURCE_TYPE","DE-CH","de-CH","Quelltyp"
"FORM.FRMFWTRANSLATIONEDIT.SOURCE_TYPE","EN-US","en-US","Source type"
"FORM.FRMFWTRANSLATIONEDIT.TRANSLATION_KEY","DE-CH","de-CH","Uebersetzungsschluessel"
"FORM.FRMFWTRANSLATIONEDIT.TRANSLATION_KEY","EN-US","en-US","Translation key"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.BEZEICHNUNGSFELD1","DE-CH","de-CH","Formularauswahl"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.BEZEICHNUNGSFELD1","EN-US","en-US","Form selection"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.BEZEICHNUNGSFELD23","DE-CH","de-CH","Ausgeblendete Elemente"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.BEZEICHNUNGSFELD23","EN-US","en-US","Hidden elements"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.BEZEICHNUNGSFELD24","DE-CH","de-CH","Nr"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.BEZEICHNUNGSFELD24","EN-US","en-US","no"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.BEZEICHNUNGSFELD25","DE-CH","de-CH","Formularname"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.BEZEICHNUNGSFELD25","EN-US","en-US","form name"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.BEZEICHNUNGSFELD27","DE-CH","de-CH","Steuerelement"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.BEZEICHNUNGSFELD27","EN-US","en-US","Control name"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.BEZEICHNUNGSFELD28","DE-CH","de-CH","Steuerelemnet Typ"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.BEZEICHNUNGSFELD28","EN-US","en-US","Control element type"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.BEZEICHNUNGSFELD29","DE-CH","de-CH","Quelltext"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.BEZEICHNUNGSFELD29","EN-US","en-US","source text"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.BEZEICHNUNGSFELD30","DE-CH","de-CH","Aktuelles Tag"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.BEZEICHNUNGSFELD30","EN-US","en-US","Current tag"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.BEZEICHNUNGSFELD32","DE-CH","de-CH","Aktueller Übersetzungsschlüssel"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.BEZEICHNUNGSFELD32","EN-US","en-US","Current translation key"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.BEZEICHNUNGSFELD33","DE-CH","de-CH","Vorgeschlagener Übersetzungsschlüssel"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.BEZEICHNUNGSFELD33","EN-US","en-US","Suggested translation key"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.BEZEICHNUNGSFELD35","DE-CH","de-CH","Tag-Status"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.BEZEICHNUNGSFELD35","EN-US","en-US","Tag status"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.BEZEICHNUNGSFELD36","DE-CH","de-CH","Relevant"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.BEZEICHNUNGSFELD36","EN-US","en-US","Relevant"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.BEZEICHNUNGSFELD37","DE-CH","de-CH","Sichtbar"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.BEZEICHNUNGSFELD37","EN-US","en-US","Visible"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.BEZEICHNUNGSFELD38","DE-CH","de-CH","dirty"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.BEZEICHNUNGSFELD38","EN-US","en-US","dirty"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CANCEL","DE-CH","de-CH","Schliessen / verwerfen"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CANCEL","EN-US","en-US","Close / discard"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CBOFORMNAME","DE-CH","de-CH","Formularauswahl"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CBOFORMNAME","EN-US","en-US","Form selection"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CHKINCLUDEHIDDEN","DE-CH","de-CH","Ausgeblendete Objekte"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CHKINCLUDEHIDDEN","EN-US","en-US","Hidden objects"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CHKISDIRTY","DE-CH","de-CH",""
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CHKISDIRTY","EN-US","en-US",""
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CHKISRELEVANT","DE-CH","de-CH",""
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CHKISRELEVANT","EN-US","en-US",""
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CHKSHOWALLCONTROLS","DE-CH","de-CH","Alle Steuerelemente"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CHKSHOWALLCONTROLS","EN-US","en-US","All controls"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CHLISVISIBLE","DE-CH","de-CH",""
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CHLISVISIBLE","EN-US","en-US",""
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CMDCANCEL","DE-CH","de-CH","Abbrechen"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CMDCANCEL","EN-US","en-US","Cancel"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CMDGENERATESUGGESTIONS","DE-CH","de-CH","Vorschläge generieren"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CMDGENERATESUGGESTIONS","EN-US","en-US","Generate suggestions"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CMDLOADFORM","DE-CH","de-CH","Formular laden"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CMDLOADFORM","EN-US","en-US","Load form"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CMDREMOVESELECTEDKEY","DE-CH","de-CH","Ausgewählten Schlüssel entfernen"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CMDREMOVESELECTEDKEY","EN-US","en-US","Remove selected key"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CMDSAVE","DE-CH","de-CH","Speichern"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CMDSAVE","EN-US","en-US","Save"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CMDSETMISSINGKEYS","DE-CH","de-CH","Setze fehlende Schlüssel"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CMDSETMISSINGKEYS","EN-US","en-US","Set missing keys"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CMDSETSELECTEDKEY","DE-CH","de-CH","Setze ausgewählten Schlüssel"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CMDSETSELECTEDKEY","EN-US","en-US","Set selected key"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CONTROL_NAME","DE-CH","de-CH","Control-Name"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CONTROL_NAME","EN-US","en-US","Control name"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CONTROL_TYPE","DE-CH","de-CH","Control-Typ"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CONTROL_TYPE","EN-US","en-US","Control type"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CURRENT_TAG","DE-CH","de-CH","Aktueller Tag"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CURRENT_TAG","EN-US","en-US","Current tag"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CURRENT_TRANSLATION_KEY","DE-CH","de-CH","Vorhandener Translation-Key"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.CURRENT_TRANSLATION_KEY","EN-US","en-US","Existing translation key"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.FORM_NAME","DE-CH","de-CH","Formular"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.FORM_NAME","EN-US","en-US","Form"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.FORM_TITLE","DE-CH","de-CH","Translation-Tag-Generator"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.FORM_TITLE","EN-US","en-US","Translation tag generator"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.GENERATE_SUGGESTIONS","DE-CH","de-CH","Vorschlaege generieren"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.GENERATE_SUGGESTIONS","EN-US","en-US","Generate suggestions"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.INCLUDE_HIDDEN","DE-CH","de-CH","Versteckte Controls einschliessen"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.INCLUDE_HIDDEN","EN-US","en-US","Include hidden controls"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.KONTROLLKÄSTCHEN39","DE-CH","de-CH","<neu>"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.KONTROLLKÄSTCHEN39","EN-US","en-US","<neu>"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.KONTROLLKÄSTCHEN41","DE-CH","de-CH","Visible"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.KONTROLLKÄSTCHEN41","EN-US","en-US","Visible"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.KONTROLLKÄSTCHEN42","DE-CH","de-CH","dirty"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.KONTROLLKÄSTCHEN42","EN-US","en-US","dirty"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.LBLHEADER","DE-CH","de-CH","Übersetzungs-Tag Generator"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.LBLHEADER","EN-US","en-US","Translation Tag Generator"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.LBLRELEVANT","DE-CH","de-CH",""
"FORM.FRMFWTRANSLATIONTAGGENERATOR.LBLRELEVANT","EN-US","en-US",""
"FORM.FRMFWTRANSLATIONTAGGENERATOR.LBLTAGSTATUS","DE-CH","de-CH",""
"FORM.FRMFWTRANSLATIONTAGGENERATOR.LBLTAGSTATUS","EN-US","en-US",""
"FORM.FRMFWTRANSLATIONTAGGENERATOR.LBLVISIBLE","DE-CH","de-CH",""
"FORM.FRMFWTRANSLATIONTAGGENERATOR.LBLVISIBLE","EN-US","en-US",""
"FORM.FRMFWTRANSLATIONTAGGENERATOR.LOAD_FORM","DE-CH","de-CH","Formular laden"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.LOAD_FORM","EN-US","en-US","Load form"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.REMOVE_SELECTED_KEY","DE-CH","de-CH","Key fuer Control entfernen"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.REMOVE_SELECTED_KEY","EN-US","en-US","Remove key from control"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.ROW_NO","DE-CH","de-CH","Nr"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.ROW_NO","EN-US","en-US","No"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.SAVE","DE-CH","de-CH","Aenderungen speichern"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.SAVE","EN-US","en-US","Save changes"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.SET_MISSING_KEYS","DE-CH","de-CH","Fehlende Keys setzen"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.SET_MISSING_KEYS","EN-US","en-US","Set missing keys"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.SET_SELECTED_KEY","DE-CH","de-CH","Key fuer Control setzen"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.SET_SELECTED_KEY","EN-US","en-US","Set key for control"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.SHOW_ALL_CONTROLS","DE-CH","de-CH","Alle Controls anzeigen"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.SHOW_ALL_CONTROLS","EN-US","en-US","Show all controls"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.SOURCE_TEXT","DE-CH","de-CH","Quelltext"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.SOURCE_TEXT","EN-US","en-US","Source text"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.SUGGESTED_TRANSLATION_KEY","DE-CH","de-CH","Vorgeschlagener Translation-Key"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.SUGGESTED_TRANSLATION_KEY","EN-US","en-US","Suggested translation key"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.TAG_STATUS","DE-CH","de-CH","Tag-Status"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.TAG_STATUS","EN-US","en-US","Tag status"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.TEXT26","DE-CH","de-CH","<neu>"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.TEXT26","EN-US","en-US","<neu>"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.TEXT31","DE-CH","de-CH","Text31"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.TEXT31","EN-US","en-US","Text31"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.TEXT34","DE-CH","de-CH","<neu>"
"FORM.FRMFWTRANSLATIONTAGGENERATOR.TEXT34","EN-US","en-US","<neu>"
"FORM.FRMORDERDETAIL.LBLCURRENCYCODE","DE-CH","de-CH","Währung"
"FORM.FRMORDERDETAIL.LBLCURRENCYCODE","EN-US","en-US","Currency"
"FORM.FRMORDERDETAIL.LBLCUSTOMERADDRESSID","DE-CH","de-CH","Adress-ID"
"FORM.FRMORDERDETAIL.LBLCUSTOMERADDRESSID","EN-US","en-US","Address ID"
"FORM.FRMORDERDETAIL.LBLCUSTOMERNAME","DE-CH","de-CH","Kunde"
"FORM.FRMORDERDETAIL.LBLCUSTOMERNAME","EN-US","en-US","Customer"
"FORM.FRMORDERDETAIL.LBLDELIVERYDATE","DE-CH","de-CH","Lieferdatum"
"FORM.FRMORDERDETAIL.LBLDELIVERYDATE","EN-US","en-US","Delivery Date"
"FORM.FRMORDERDETAIL.LBLEXTERNALREFERENCE","DE-CH","de-CH","Externe Referenz"
"FORM.FRMORDERDETAIL.LBLEXTERNALREFERENCE","EN-US","en-US","External Reference"
"FORM.FRMORDERDETAIL.LBLFORMTITLE","DE-CH","de-CH","Bestellung"
"FORM.FRMORDERDETAIL.LBLFORMTITLE","EN-US","en-US","Order"
"FORM.FRMORDERDETAIL.LBLGROSSAMOUNT","DE-CH","de-CH","Brutto"
"FORM.FRMORDERDETAIL.LBLGROSSAMOUNT","EN-US","en-US","Gross"
"FORM.FRMORDERDETAIL.LBLINTERNALNOTESTEXT","DE-CH","de-CH","Interne Notizen"
"FORM.FRMORDERDETAIL.LBLINTERNALNOTESTEXT","EN-US","en-US","Internal Notes"
"FORM.FRMORDERDETAIL.LBLLANGUAGECODE","DE-CH","de-CH","Sprache"
"FORM.FRMORDERDETAIL.LBLLANGUAGECODE","EN-US","en-US","Language"
"FORM.FRMORDERDETAIL.LBLNETAMOUNT","DE-CH","de-CH","Netto"
"FORM.FRMORDERDETAIL.LBLNETAMOUNT","EN-US","en-US","Net"
"FORM.FRMORDERDETAIL.LBLNOTESTEXT","DE-CH","de-CH","Notizen"
"FORM.FRMORDERDETAIL.LBLNOTESTEXT","EN-US","en-US","Notes"
"FORM.FRMORDERDETAIL.LBLORDERDATE","DE-CH","de-CH","Bestelldatum"
"FORM.FRMORDERDETAIL.LBLORDERDATE","EN-US","en-US","Order Date"
"FORM.FRMORDERDETAIL.LBLORDERNO","DE-CH","de-CH","Bestell-Nr."
"FORM.FRMORDERDETAIL.LBLORDERNO","EN-US","en-US","Order No."
"FORM.FRMORDERDETAIL.LBLORDERSTATUSCODE","DE-CH","de-CH","Status"
"FORM.FRMORDERDETAIL.LBLORDERSTATUSCODE","EN-US","en-US","Status"
"FORM.FRMORDERDETAIL.LBLORDERTYPECODE","DE-CH","de-CH","Typ"
"FORM.FRMORDERDETAIL.LBLORDERTYPECODE","EN-US","en-US","Type"
"FORM.FRMORDERDETAIL.LBLPAYMENTTERMCODE","DE-CH","de-CH","Zahlungsbedingung"
"FORM.FRMORDERDETAIL.LBLPAYMENTTERMCODE","EN-US","en-US","Payment Terms"
"FORM.FRMORDERDETAIL.LBLREFERENCETEXT","DE-CH","de-CH","Referenz"
"FORM.FRMORDERDETAIL.LBLREFERENCETEXT","EN-US","en-US","Reference"
"FORM.FRMORDERDETAIL.LBLSUBTOTALNETAMOUNT","DE-CH","de-CH","Zwischentotal netto"
"FORM.FRMORDERDETAIL.LBLSUBTOTALNETAMOUNT","EN-US","en-US","Subtotal (net)"
"FORM.FRMORDERDETAIL.LBLVALIDUNTIL","DE-CH","de-CH","Gültig bis"
"FORM.FRMORDERDETAIL.LBLVALIDUNTIL","EN-US","en-US","Valid until"
"FORM.FRMORDERDETAIL.LBLVATAMOUNT","DE-CH","de-CH","MWST"
"FORM.FRMORDERDETAIL.LBLVATAMOUNT","EN-US","en-US","VAT"
"FORM.FRMORDERDETAIL.LBLVATMODE","DE-CH","de-CH","MWST-Modus"
"FORM.FRMORDERDETAIL.LBLVATMODE","EN-US","en-US","VAT Mode"
"FORM.FRMPOSTALCODESELECT.POSTAL_CODES","DE-CH","de-CH","Postleitzahlen"
"FORM.FRMPOSTALCODESELECT.POSTAL_CODES","EN-US","en-US","Postal codes"
"FORM.FRMTAGCOMPOSER.BASIC","DE-CH","de-CH","Basis"
"FORM.FRMTAGCOMPOSER.BASIC","EN-US","en-US","Base"
"FORM.FRMTAGCOMPOSER.CONTEXT","DE-CH","de-CH","Kontext"
"FORM.FRMTAGCOMPOSER.CONTEXT","EN-US","en-US","context"
"FORM.FRMTAGCOMPOSER.FORM_TITLE","DE-CH","de-CH","Tag Composer"
"FORM.FRMTAGCOMPOSER.FORM_TITLE","EN-US","en-US","Tag Composer"
"FORM.FRMTAGCOMPOSER.MAX","DE-CH","de-CH","Max"
"FORM.FRMTAGCOMPOSER.MAX","EN-US","en-US","Max"
"FORM.FRMTAGCOMPOSER.MAX_LEN","DE-CH","de-CH","MaxLen"
"FORM.FRMTAGCOMPOSER.MAX_LEN","EN-US","en-US","MaxLen"
"FORM.FRMTAGCOMPOSER.MIN","DE-CH","de-CH","Min"
"FORM.FRMTAGCOMPOSER.MIN","EN-US","en-US","Min"
"FORM.FRMTAGCOMPOSER.MIN_LEN","DE-CH","de-CH","MinLen"
"FORM.FRMTAGCOMPOSER.MIN_LEN","EN-US","en-US","MinLen"
"FORM.FRMTAGCOMPOSER.MOD","DE-CH","de-CH","Modul"
"FORM.FRMTAGCOMPOSER.MOD","EN-US","en-US","Module"
"FORM.FRMTAGCOMPOSER.OBJECT_TYPE","DE-CH","de-CH","Objekttyp"
"FORM.FRMTAGCOMPOSER.OBJECT_TYPE","EN-US","en-US","Object type"
"FORM.FRMTAGCOMPOSER.OBJECTS","DE-CH","de-CH","Obkjekte"
"FORM.FRMTAGCOMPOSER.OBJECTS","EN-US","en-US","Objects"
"FORM.FRMTAGCOMPOSER.ROLE","DE-CH","de-CH","Rolle"
"FORM.FRMTAGCOMPOSER.ROLE","EN-US","en-US","Role"
"FORM.FRMTAGCOMPOSER.TAG_STRING_RESULT","DE-CH","de-CH","Tag Zeichenkette Resultat"
"FORM.FRMTAGCOMPOSER.TAG_STRING_RESULT","EN-US","en-US","Tag String Result"
"FORM.FRMTAGCOMPOSER.VALUES","DE-CH","de-CH","Werte"
"FORM.FRMTAGCOMPOSER.VALUES","EN-US","en-US","Values"
"FORM.SFRMADDRESSCONTACTS.CONTACT_TYPE_CODE","DE-CH","de-CH","Typ"
"FORM.SFRMADDRESSCONTACTS.CONTACT_TYPE_CODE","EN-US","en-US","Type"
"FORM.SFRMADDRESSCONTACTS.CONTACT_VALUE","DE-CH","de-CH","Kontakt/Nummer"
"FORM.SFRMADDRESSCONTACTS.CONTACT_VALUE","EN-US","en-US","Contact/Number"
"FORM.SFRMADDRESSCONTACTS.IS_PRIMARY","DE-CH","de-CH","Haupt"
"FORM.SFRMADDRESSCONTACTS.IS_PRIMARY","EN-US","en-US","Main"
"FORM.SFRMADDRESSCONTACTS.REMARKS","DE-CH","de-CH","Notizen"
"FORM.SFRMADDRESSCONTACTS.REMARKS","EN-US","en-US","Notes"
"FORM.SFRMORDERLINES.LBLARTICLEID","DE-CH","de-CH","Art-ID"
"FORM.SFRMORDERLINES.LBLARTICLEID","EN-US","en-US","Itm-ID"
"FORM.SFRMORDERLINES.LBLDESCRIPTIONTEXT","DE-CH","de-CH","Bezeichnung"
"FORM.SFRMORDERLINES.LBLDESCRIPTIONTEXT","EN-US","en-US","Description"
"FORM.SFRMORDERLINES.LBLDISCOUNTTYPE","DE-CH","de-CH","Typ"
"FORM.SFRMORDERLINES.LBLDISCOUNTTYPE","EN-US","en-US","Type"
"FORM.SFRMORDERLINES.LBLDISCOUNTVALUE","DE-CH","de-CH","Rabatt"
"FORM.SFRMORDERLINES.LBLDISCOUNTVALUE","EN-US","en-US","Discount"
"FORM.SFRMORDERLINES.LBLLINEGROSSAMOUNT","DE-CH","de-CH","Total"
"FORM.SFRMORDERLINES.LBLLINEGROSSAMOUNT","EN-US","en-US","Total"
"FORM.SFRMORDERLINES.LBLLINENETAMOUNT","DE-CH","de-CH","Netto"
"FORM.SFRMORDERLINES.LBLLINENETAMOUNT","EN-US","en-US","Net"
"FORM.SFRMORDERLINES.LBLLINENO","DE-CH","de-CH","Sort"
"FORM.SFRMORDERLINES.LBLLINENO","EN-US","en-US","Sort"
"FORM.SFRMORDERLINES.LBLLINEVATAMOUNT","DE-CH","de-CH","MwSt."
"FORM.SFRMORDERLINES.LBLLINEVATAMOUNT","EN-US","en-US","VAT"
"FORM.SFRMORDERLINES.LBLQUANTITY","DE-CH","de-CH","Anz."
"FORM.SFRMORDERLINES.LBLQUANTITY","EN-US","en-US","Qty."
"FORM.SFRMORDERLINES.LBLSURCHARGETYPE","DE-CH","de-CH","Typ"
"FORM.SFRMORDERLINES.LBLSURCHARGETYPE","EN-US","en-US","Type"
"FORM.SFRMORDERLINES.LBLSURCHARGEVALUE","DE-CH","de-CH","Aufschlag"
"FORM.SFRMORDERLINES.LBLSURCHARGEVALUE","EN-US","en-US","Surcharge"
"FORM.SFRMORDERLINES.LBLUNITCODE","DE-CH","de-CH","Einheit"
"FORM.SFRMORDERLINES.LBLUNITCODE","EN-US","en-US","Unit"
"FORM.SFRMORDERLINES.LBLUNITPRICE","DE-CH","de-CH","Preis"
"FORM.SFRMORDERLINES.LBLUNITPRICE","EN-US","en-US","Price"
"FORM.SFRMORDERLINES.LBLVATCODE","DE-CH","de-CH","MwSt."
"FORM.SFRMORDERLINES.LBLVATCODE","EN-US","en-US","VAT"
"FORM.SFRMORDERLINES.LBLVATRATE","DE-CH","de-CH","Satz"
"FORM.SFRMORDERLINES.LBLVATRATE","EN-US","en-US","Rate"
"MSG.ADDRESS_COCKPIT_ORDER_CREATE_FAILED","DE-CH","de-CH","Die Bestellung konnte nicht erstellt werden."
"MSG.ADDRESS_COCKPIT_ORDER_CREATE_FAILED","EN-US","en-US","The order could not be created."
"MSG.ADDRESS_COCKPIT_ORDER_DETAIL_MISSING","DE-CH","de-CH","Die Bestellung wurde erstellt, aber frmOrderDetail ist nicht verfuegbar."
"MSG.ADDRESS_COCKPIT_ORDER_DETAIL_MISSING","EN-US","en-US","The order was created, but frmOrderDetail is not available."
"MSG.ADDRESS_COCKPIT_SELECT_ADDRESS_FIRST","DE-CH","de-CH","Bitte zuerst eine Adresse auswaehlen."
"MSG.ADDRESS_COCKPIT_SELECT_ADDRESS_FIRST","EN-US","en-US","Please select an address first."
"MSG.ARTICLE_CANCEL_CONFIRM","DE-CH","de-CH","Aenderungen verwerfen?"
"MSG.ARTICLE_CANCEL_CONFIRM","EN-US","en-US","Discard changes?"
"MSG.ARTICLE_DUPLICATE_NO","DE-CH","de-CH","Artikel-Nr. existiert bereits."
"MSG.ARTICLE_DUPLICATE_NO","EN-US","en-US","Article no. already exists."
"MSG.ARTICLE_GROUP_CANCEL_CONFIRM","DE-CH","de-CH","Aenderungen verwerfen?"
"MSG.ARTICLE_GROUP_CANCEL_CONFIRM","EN-US","en-US","Discard changes?"
"MSG.ARTICLE_GROUP_CODE_REQUIRED","DE-CH","de-CH","Artikelgruppen-Code ist erforderlich."
"MSG.ARTICLE_GROUP_CODE_REQUIRED","EN-US","en-US","Article group code is required."
"MSG.ARTICLE_GROUP_DETAIL_LOAD_ERROR","DE-CH","de-CH","Fehler beim Laden der Artikelgruppendetails."
"MSG.ARTICLE_GROUP_DETAIL_LOAD_ERROR","EN-US","en-US","Error loading the article group details."
"MSG.ARTICLE_GROUP_DISCARD_CHANGES","DE-CH","de-CH","Ungespeicherte Aenderungen verwerfen?"
"MSG.ARTICLE_GROUP_DISCARD_CHANGES","EN-US","en-US","Discard unsaved changes?"
